post_title,sku,parent_sku,meta:product_style,tax:product_type,meta:attribute_pa_size,attribute:pa_size,attribute_data:pa_size,meta:attribute_pa_color,attribute:pa_color,attribute_data:pa_color,meta:upc_field,regular_price,meta:msrp_field,Map_Required,weight,swIMG,URL1,URL2,URL3,URL4,post_content,tax:product_brand,tax:product_gender,Category,SubCategory,tax:product_collection,tax:product_productline,attribute:pa_fabric,attribute_data:pa_fabric,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute:pa_bratype,attribute_data:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute:pa_controllevel,attribute_data:pa_controllevel,attribute:pa_silhouette,attribute_data:pa_silhouette,attribute:pa_bigandtall,attribute_data:pa_bigandtall,attribute:pa_inseam,attribute_data:pa_inseam,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,ParentImage
Hanes Mens Waffle Knit Thermal Crewneck,54725,1202,125439,,L,,,Natural,,,00843347111981,7.61,0,0,0.52,https://nylimages.s3.amazonaws.com/HBI_125439_Natural.jpg,https://nylimages.s3.amazonaws.com/EBY_22803_Natural.jpg,NULL,NULL,NULL,Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.,Hanes,Men,Thermal,Tops,Thermals,FreshIQ,60% organic cotton/40% polyester,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/HNS_25439_Black.jpg
Hanes Mens Waffle Knit Thermal Crewneck,54726,1202,125439,,XL,,,Natural,,,00843347112032,7.61,0,0,0.52,https://nylimages.s3.amazonaws.com/HBI_125439_Natural.jpg,https://nylimages.s3.amazonaws.com/HNS_25439_Natural.jpg,NULL,NULL,NULL,Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.,Hanes,Men,Thermal,Tops,Thermals,FreshIQ,60% organic cotton/40% polyester,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/HNS_25439_Black.jpg
Hanes Mens Waffle Knit Thermal Crewneck,54727,1202,125439,,2XL,,,Natural,,,00843347112087,7.61,0,0,0.52,https://nylimages.s3.amazonaws.com/HBI_125439_Natural.jpg,https://nylimages.s3.amazonaws.com/HNS_25439_Natural.jpg,NULL,NULL,NULL,Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.,Hanes,Men,Thermal,Tops,Thermals,FreshIQ,60% organic cotton/40% polyester,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/HNS_25439_Black.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,1203,,125462,,,S|M|L|XL|2XL,,,Peacoat/Peacoat Space Dye|Asphalt/Asphalt Space Dye,,,13.33,0,0,0.4,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg|https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54927,1203,125462,,S,,,Peacoat/Peacoat Space Dye,,,00843347113770,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_PeacoatPeacoatSpaceDye.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54928,1203,125462,,M,,,Peacoat/Peacoat Space Dye,,,00843347113794,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_PeacoatPeacoatSpaceDye.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54929,1203,125462,,L,,,Peacoat/Peacoat Space Dye,,,00843347113817,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_PeacoatPeacoatSpaceDye.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54930,1203,125462,,XL,,,Peacoat/Peacoat Space Dye,,,00843347113831,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_PeacoatPeacoatSpaceDye.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54931,1203,125462,,2XL,,,Peacoat/Peacoat Space Dye,,,00843347113855,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_PeacoatPeacoatSpaceDye.jpg,https://cdn1.nuorder.com/product/ef3f17e20555e0b0f5e25a29c65ebe73.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54932,1203,125462,,S,,,Asphalt/Asphalt Space Dye,,,00843347113787,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_AsphaltAsphaltSpaceDye.jpg,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54933,1203,125462,,M,,,Asphalt/Asphalt Space Dye,,,00843347113800,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_AsphaltAsphaltSpaceDye.jpg,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54934,1203,125462,,L,,,Asphalt/Asphalt Space Dye,,,00843347113824,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_AsphaltAsphaltSpaceDye.jpg,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54935,1203,125462,,XL,,,Asphalt/Asphalt Space Dye,,,00843347113848,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_AsphaltAsphaltSpaceDye.jpg,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck,54936,1203,125462,,2XL,,,Asphalt/Asphalt Space Dye,,,00843347113862,13.33,0,0,0.4,https://nylimages.s3.amazonaws.com/HBI_125462_AsphaltAsphaltSpaceDye.jpg,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg,NULL,NULL,NULL,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",Hanes,Men,Thermal,Tops,Thermals,FreshIQ,88% polyester 12% spandex,,Crewneck,,Long Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/154edc1b94edc174abc318a6e9709ac0.jpg
Maidenform Womens Control It Slim Waisters Hi-Waist Brief,1204,,12553,,,S|M|L|XL|2XL,,,Black|Latte Lift,,,13.27,0,0,0.12,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg|https://cdn1.nuorder.com/product/4a173e65776bbb5e1aa92f39de47ce40.jpg,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg,NULL,NULL,NULL,Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.,Maidenform,Women,Shapewear,Panty Shapers,Slim Waisters,Seamless,82% Nylon 18% Elastane,,,,,,,,,,Firm,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg
Maidenform Womens Control It Slim Waisters Hi-Waist Brief,11091,1204,12553,,S,,,Black,,,00014671094190,13.27,0,0,0.12,https://nylimages.s3.amazonaws.com/HBI_M09729_Black_sw.jpg,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg,NULL,NULL,NULL,Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.,Maidenform,Women,Shapewear,Panty Shapers,Slim Waisters,Seamless,82% Nylon 18% Elastane,,,,,,,,,,Firm,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg
Maidenform Womens Control It Slim Waisters Hi-Waist Brief,11092,1204,12553,,M,,,Black,,,00014671094183,13.27,0,0,0.13,https://nylimages.s3.amazonaws.com/HBI_M09729_Black_sw.jpg,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg,NULL,NULL,NULL,Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.,Maidenform,Women,Shapewear,Panty Shapers,Slim Waisters,Seamless,82% Nylon 18% Elastane,,,,,,,,,,Firm,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/265ff924cace96d5780f0dd4386e96b0.jpg
