post_title,sku,parent_sku,meta:product_style,stock,manage_stock,tax:product_type,meta:attribute_pa_size,attribute:pa_size,attribute_data:pa_size,meta:attribute_pa_color,attribute:pa_color,attribute_data:pa_color,meta:upc_field,regular_price,meta:msrp_field,Map_Required,weight,swIMG,URL1,URL2,URL3,URL4,post_content,tax:product_brand,tax:product_gender,Category,SubCategory,tax:product_collection,tax:product_productline,attribute:pa_fabric,attribute_data:pa_fabric,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute:pa_bratype,attribute_data:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute:pa_controllevel,attribute_data:pa_controllevel,attribute:pa_silhouette,attribute_data:pa_silhouette,attribute:pa_bigandtall,attribute_data:pa_bigandtall,attribute:pa_inseam,attribute_data:pa_inseam,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,ParentImage
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14944,1351,480W,0,yes,,XL,,,Deep Red,,,00078715455187,8.19,0,0,0.46,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14945,1351,480W,0,yes,,2XL,,,Deep Red,,,00078715455194,9.19,0,0,0.51,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14946,1351,480W,0,yes,,3XL,,,Deep Red,,,00078715455200,9.19,0,0,0.56,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14947,1351,480W,19,yes,,S,,,Deep Royal,,,00078715455217,8.19,0,0,0.35,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14948,1351,480W,18,yes,,M,,,Deep Royal,,,00078715455224,8.19,0,0,0.38,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14949,1351,480W,0,yes,,L,,,Deep Royal,,,00078715455231,8.19,0,0,0.42,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14950,1351,480W,5,yes,,XL,,,Deep Royal,,,00078715455248,8.19,0,0,0.46,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14951,1351,480W,16,yes,,2XL,,,Deep Royal,,,00078715455255,9.19,0,0,0.51,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14952,1351,480W,0,yes,,3XL,,,Deep Royal,,,00078715455262,9.19,0,0,0.56,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRoyal_sw.jpg,https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14953,1351,480W,6,yes,,S,,,Graphite,,,00078715455279,8.19,0,0,0.35,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14954,1351,480W,83,yes,,M,,,Graphite,,,00078715455286,8.19,0,0,0.38,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14955,1351,480W,7,yes,,L,,,Graphite,,,00078715455293,8.19,0,0,0.42,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14956,1351,480W,6,yes,,XL,,,Graphite,,,00078715455309,8.19,0,0,0.46,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14957,1351,480W,0,yes,,2XL,,,Graphite,,,00078715455316,9.19,0,0,0.51,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14958,1351,480W,0,yes,,3XL,,,Graphite,,,00078715455323,9.19,0,0,0.56,https://nylimages.s3.amazonaws.com/HBI_H480_Graphite_sw.jpg,https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14959,1351,480W,0,yes,,S,,,Navy,,,00078715455330,8.19,0,0,0.35,https://nylimages.s3.amazonaws.com/HBI_H480_Navy_sw.jpg,https://cdn1.nuorder.com/product/6716c45bd8fb981338339a8167fecac5.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
