post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xs-deep-red,65209,69380,"Size: XS, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,10,"2021-08-31 09:44:36",1,closed,#6419,1354,,,no,no,39,7.7100,,5.12,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-XS-Deep Red._ADD",,,482L,,0,00011919748945,,,,,"Deep Red",XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-s-deep-red,65209,69381,"Size: S, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,11,"2021-08-31 09:44:36",1,closed,#6420,1354,,,no,no,187,7.7100,,5.296,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-S-Deep Red._ADD",,,482L,,0,00011919748952,,,,,"Deep Red",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-deep-red,65209,69382,"Size: M, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,12,"2021-08-31 09:44:37",1,closed,#6421,1354,,,no,no,679,7.7100,,6.176,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-M-Deep Red._ADD",,,482L,,0,00011919748969,,,,,"Deep Red",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-l-deep-red,65209,69383,"Size: L, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,13,"2021-08-31 09:44:37",1,closed,#6422,1354,,,no,no,698,7.7100,,6.704,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-L-Deep Red._ADD",,,482L,,0,00011919748976,,,,,"Deep Red",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xl-deep-red,65209,69384,"Size: XL, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,14,"2021-08-31 09:44:37",1,closed,#6423,1354,,,no,no,754,7.7100,,7.056,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-XL-Deep Red._ADD",,,482L,,0,00011919748983,,,,,"Deep Red",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Deep Red",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-deep-red,65209,69385,"Size: 2XL, Color: Deep Red","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,15,"2021-08-31 09:44:37",1,closed,#6424,1354,,,no,no,316,7.7100,,8.112,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Red_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-2XL-Deep Red._ADD",,,482L,,0,00011919748990,,,,,"Deep Red",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-s-deep-royal,65209,69388,"Size: S, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,16,"2021-08-31 09:44:40",1,closed,#6427,1354,,,no,no,246,7.7100,,5.296,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-S-Deep Royal._ADD",,,482L,,0,00011919749027,,,,,"Deep Royal",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-3xl-deep-royal,65209,69393,"Size: 3XL, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,17,"2021-08-31 09:44:42",1,closed,#6432,1354,,,no,no,128,7.7100,,8.464,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-3XL-Deep Royal._ADD",,,482L,,0,00011919749072,,,,,"Deep Royal",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XS, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xs-graphite,65209,69394,"Size: XS, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,18,"2021-08-31 09:44:42",1,closed,#6433,1354,,,no,no,124,7.7100,,5.12,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-XS-Graphite._ADD,,,482L,,0,00011919749089,,,,,Graphite,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-deep-royal,65209,69389,"Size: M, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,19,"2021-08-31 09:44:40",1,closed,#6428,1354,,,no,no,977,7.7100,,6.176,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-M-Deep Royal._ADD",,,482L,,0,00011919749034,,,,,"Deep Royal",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - S, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-s-graphite,65209,69395,"Size: S, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,20,"2021-08-31 09:44:42",1,closed,#6434,1354,,,no,no,241,7.7100,,5.648,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-S-Graphite._ADD,,,482L,,0,00011919749096,,,,,Graphite,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - L, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-l-deep-royal,65209,69390,"Size: L, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,21,"2021-08-31 09:44:41",1,closed,#6429,1354,,,no,no,1550,7.7100,,6.88,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-L-Deep Royal._ADD",,,482L,,0,00011919749041,,,,,"Deep Royal",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xl-deep-royal,65209,69391,"Size: XL, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,22,"2021-08-31 09:44:41",1,closed,#6430,1354,,,no,no,953,7.7100,,7.232,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-XL-Deep Royal._ADD",,,482L,,0,00011919749058,,,,,"Deep Royal",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Deep Royal",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-deep-royal,65209,69392,"Size: 2XL, Color: Deep Royal","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,23,"2021-08-31 09:44:42",1,closed,#6431,1354,,,no,no,397,7.7100,,8.112,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Deep_Royal_sw.jpg ! alt :  ! title : Hanes_482L_Deep_Royal_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-2XL-Deep Royal._ADD",,,482L,,0,00011919749065,,,,,"Deep Royal",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - XL, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-xl-graphite,65209,69398,"Size: XL, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,24,"2021-08-31 09:44:44",1,closed,#6437,1354,,,no,no,2235,7.7100,,7.056,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-XL-Graphite._ADD,,,482L,,0,00011919749126,,,,,Graphite,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Safety Green",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-3xl-safety-green,65209,69413,"Size: 3XL, Color: Safety Green","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,25,"2021-08-31 09:44:51",1,closed,#6460,1354,,,no,no,378,7.7100,,8.816,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Safety_Green_sw.jpg ! alt :  ! title : Hanes_482L_Safety_Green_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,"482L-3XL-Safety Green._ADD",,,482L,,0,00011919749355,,,,,"Safety Green",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 2XL, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-2xl-graphite,65209,69399,"Size: 2XL, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,26,"2021-08-31 09:44:45",1,closed,#6438,1354,,,no,no,726,7.7100,,8.112,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-2XL-Graphite._ADD,,,482L,,0,00011919749133,,,,,Graphite,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - 3XL, Graphite",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-3xl-graphite,65209,69400,"Size: 3XL, Color: Graphite","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,27,"2021-08-31 09:44:45",1,closed,#6439,1354,,,no,no,477,7.7100,,8.464,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Graphite_sw.jpg ! alt :  ! title : Hanes_482L_Graphite_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-3XL-Graphite._ADD,,,482L,,0,00011919749140,,,,,Graphite,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Sport™ FreshIQ™ Cool DRI® Long Sleeve Tee - M, Navy",hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee-m-navy,65209,69402,"Size: M, Color: Navy","Wanna stay dry? No sweat. Our Cool DRI® T-Shirt's dry-fast technology keeps you cool and comfortable even when the competition heats up. Plus Cool DRI® T-Shirts carry an excellent Ultraviolet Protection Factor rating of 50 . Rapid-dry interlock jersey knit wicks away moisture to keep you cool50  UPF rating for excellent UV protection. More tailored contemporary fit. Tag-free neckline. Double-needle stitching in neck sleeves and bottom hem for added durability. Safety colors offer enhanced visibility.",publish,,28,"2021-08-31 09:44:45",1,closed,#6449,1354,,,no,no,739,7.7100,,6,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_482L_Navy_sw.jpg ! alt :  ! title : Hanes_482L_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-sport-freshiq-cool-dri-long-sleeve-tee/,,,,,,,,,,,,Hanes,Men,"Hanes Sport",FreshIQ,,,,,,,,482L-M-Navy._ADD,,,482L,,0,00011919749249,,,,,Navy,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
