post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Micro Fleece Pant - S, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-s,64869,1073933,"Size: S, Color: Black Plaid",,publish,,0,"2023-03-27 10:55:59",1,closed,#55259,1213,,,no,no,0,9.3900,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-S-Black Plaid._ADD",0,,01008,,0,00884514019495,,,,,"Black Plaid",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - L, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-l,64869,1073934,"Size: L, Color: Black Plaid",,publish,,0,"2023-03-27 10:55:59",1,closed,#55261,1213,,,no,no,0,9.3900,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-L-Black Plaid._ADD",0,,01008,,0,00884514019518,,,,,"Black Plaid",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - XL, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-xl,64869,1073935,"Size: XL, Color: Black Plaid",,publish,,0,"2023-03-27 10:56:00",1,closed,#55262,1213,,,no,no,0,8.4000,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-XL-Black Plaid._ADD",0,,01008,,0,00884514019525,,,,,"Black Plaid",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 2XL, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-2xl,64869,1073936,"Size: 2XL, Color: Black Plaid",,publish,,0,"2023-03-27 10:56:00",1,closed,#55263,1213,,,no,no,0,9.3900,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-2XL-Black Plaid._ADD",0,,01008,,0,00884514019532,,,,,"Black Plaid",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 3XL, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-3xl,64869,1073937,"Size: 3XL, Color: Black Plaid",,publish,,0,"2023-03-27 10:56:00",1,closed,#55264,1213,,,no,no,0,12.2500,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-3XL-Black Plaid._ADD",0,,01008,,0,00884514019105,,,,,"Black Plaid",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 4XL, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-4xl,64869,1073938,"Size: 4XL, Color: Black Plaid",,publish,,0,"2023-03-27 10:56:01",1,closed,#55265,1213,,,no,no,0,11.3500,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-4XL-Black Plaid._ADD",0,,01008,,0,00884514019112,,,,,"Black Plaid",4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 5XL, Black Plaid",hanes-mens-micro-fleece-pant-black-plaid-5xl,64869,1073939,"Size: 5XL, Color: Black Plaid",,publish,,0,"2023-03-27 10:56:01",1,closed,#55266,1213,,,no,no,0,11.3500,,9,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/Hanes_01008_Black_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_Black_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,"01008-5XL-Black Plaid._ADD",0,,01008,,0,00884514019129,,,,,"Black Plaid",5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - S, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-s,64869,1073940,"Size: S, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:01",1,closed,#55267,1213,,,no,no,0,8.7000,,8.288,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-S-AEEB._ADD,0,,01008,,0,00884514046606,,,,,"Red/Black Plaid",S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - M, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-m,64869,1073941,"Size: M, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:02",1,closed,#55268,1213,,,no,no,0,8.7000,,9.168,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-M-AEEB._ADD,0,,01008,,0,00884514046590,,,,,"Red/Black Plaid",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - L, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-l,64869,1073942,"Size: L, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:02",1,closed,#55269,1213,,,no,no,0,8.7000,,9.696,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-L-AEEB._ADD,0,,01008,,0,00884514046583,,,,,"Red/Black Plaid",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - XL, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-xl,64869,1073943,"Size: XL, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:02",1,closed,#55270,1213,,,no,no,0,8.7000,,10.048,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-XL-AEEB._ADD,0,,01008,,0,00884514046613,,,,,"Red/Black Plaid",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 2XL, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-2xl,64869,1073944,"Size: 2XL, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:03",1,closed,#55271,1213,,,no,no,0,8.7000,,11.568,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-2XL-AEEB._ADD,0,,01008,,0,00884514046576,,,,,"Red/Black Plaid",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 3XL, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-3xl,64869,1073945,"Size: 3XL, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:03",1,closed,#55272,1213,,,no,no,0,8.7000,,11.104,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-3XL-AEEB._ADD,0,,01008,,0,00884514046712,,,,,"Red/Black Plaid",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 4XL, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-4xl,64869,1073946,"Size: 4XL, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:04",1,closed,#55273,1213,,,no,no,0,8.7000,,12,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-4XL-AEEB._ADD,0,,01008,,0,00884514046729,,,,,"Red/Black Plaid",4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Micro Fleece Pant - 5XL, Red/Black Plaid",hanes-mens-micro-fleece-pant-red-black-plaid-5xl,64869,1073947,"Size: 5XL, Color: Red/Black Plaid",,publish,,0,"2023-03-27 10:56:04",1,closed,#55274,1213,,,no,no,0,8.7000,,12.704,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Hanes_01008_RedBlack_Plaid_sw.jpg ! alt :  ! title : Hanes_01008_RedBlack_Plaid_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-micro-fleece-pant/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,01008-5XL-AEEB._ADD,0,,01008,,0,00884514046736,,,,,"Red/Black Plaid",5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
